관리번호,제목,소관부서,시행일,시행여부,첨부파일명,첨부파일링크,담당부서,담당팀,담당자,자료문의,상세본문내용
감2017-13001,자동화기기 VAN사 CD/ATM기 보안취약점 개선 요청,디지털금융검사국,20170414,폐지,정보유출사고 관련 CDATM 보안취약점 개선필요사항.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2180604_20210614172028958_0.hwp&filere=%EC%A0%95%EB%B3%B4%EC%9C%A0%EC%B6%9C%EC%82%AC%EA%B3%A0+%EA%B4%80%EB%A0%A8+CDATM+%EB%B3%B4%EC%95%88%EC%B7%A8%EC%95%BD%EC%A0%90+%EA%B0%9C%EC%84%A0%ED%95%84%EC%9A%94%EC%82%AC%ED%95%AD.hwp,디지털금융검사국,디지털금융검사국 검사기획팀,이우람 팀장,02-3145-7426,"1. 항상 금융감독원 업무에 적극 협조하여 주신데 대해 감사드립니다.

          2. 최근 자동화기기 VAN사의 CD/ATM기에서 고객정보 유출 사고가 발생하여 자동화기기 VAN사에 대한 긴급 보안실태 현장점검을 실시하였습니다.

          3. 점검결과 나타난 보안취약점에 대해 신속한 개선 조치를 요청하오니, VAN사별 점검 주관 금융회사는 금번 사고원인과 관련된 사항(붙임 참조) 중 즉시 조치가 안된 보안취약점은 2개월 이내에 개선 완료*토록 조치하여 주시고

           * 불가피하게 완료일정이 미뤄지는 경우 전담 금융회사가 완료시까지 관리·통제 강화

            그밖에 보안 취약점에 대해서는 개선계획을 징구하여 이행완료 시 까지 보완여부를 점검하여 주시기 바랍니다.(사고원인 관련사항의 보안조치 완료여부는 6월중 재점검)
 
          4. 아울러, VAN사 CD/ATM기 서비스를 이용하고 있는 금융회사는 금융보안원과 협조하여 VAN사 CD/ATM기 공동 보안대책을 수립 운영하는데 만전을 기해 주시기 바랍니다.

          5. 향후 위탁 금융회사의 관리·감독 소홀(전자금융감독규정 제60조 위반 등)로 자동화기기 VAN사에서 IT보안사고 발생시 관련 규정에 따라 엄중한 책임을 부과할 계획이오니 이 점 양지하시기 바랍니다. 

붙 임 : 정보유출사고 관련 CD/ATM 보안취약점 개선필요사항 1부. 끝."
감2017-41002,질병수술보험금 지급시 유의사항 안내,보험감독국,20170413,폐지,170413_감독행정작용_붙임.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2080123_20170414110441675_0.hwp&filere=170413_%EA%B0%90%EB%8F%85%ED%96%89%EC%A0%95%EC%9E%91%EC%9A%A9_%EB%B6%99%EC%9E%84.hwp,보험감독국,특수보험2팀,최영석 팀장,02-3145-7464,"1. 관련근거        - 「금융규제 운영규정」 제16조

      2. 「보험업법」제127조의3(기초서류 기재사항 준수의무) 등에 따라 질병수술보험금 지급이 누락되지 않도록 관련업무 수행에 만전을 기하여 주시기 바랍니다.

-  아    래  -
         - [관리번호] 감2017-41002
         - [지도목적] 질병수술보험금 지급 철저
         - [지도내용] 붙임 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 보험업법 제127조의3
         - [내부경영사항 관련] 해당 없음

         - [폐지일자] 2024.08.30
         - [폐지사유] 감독행정 이행 완료에 따른 폐지. 끝."
감2017-41001,보험업 감독규정 시행(상품비교설명 제도 도입) 관련 유의사항 안내,보험감독국,20170309,폐지,,,보험감독국,보험감독국 보험제도팀,김도현 선임검사역,02-3145-7478,"1. 대형 법인보험대리점이 보험을 모집할 때 동종 또는 유사한 3개 이상의 보험상품(비교 가능한 상품이 3개 이상일 경우에는 3개 이상, 3개 미만일 경우에는 전 상품을 말하며, 비교대상 상품은 다른 보험회사의 상품을 말함)을 비교·설명토록 하는 보험업 감독규정(제4-11조 제1항, 별표 5의6)이 2017년 4월 1일부터 시행될 예정입니다. 

           2. 이와 관련하여 각 대형 법인보험대리점에서는 소비자 피해가 발생하지 않도록 필요한 조치를 취하는 등 제도시행 준비에 만전을 기하는 한편, 소비자가 상품비교를 위해 요구하는 정보를 즉시 제공할 수 있는 여건을 갖추는 등 규모에 맞는 역할과 책임을 다하여 주시기 바랍니다. 끝."
감2017-11002,「금융분야 개인정보보호 가이드라인」개정 안내,디지털금융감독국,20170228,폐지,금융분야_개인정보보호_가이드라인_개정본.pdf,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2141003_20170227175948761_0.pdf&filere=%EA%B8%88%EC%9C%B5%EB%B6%84%EC%95%BC_%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EB%B3%B4%ED%98%B8_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%9D%BC%EC%9D%B8_%EA%B0%9C%EC%A0%95%EB%B3%B8.pdf,디지털금융감독국,디지털금융감독국 금융데이터보호팀,황지선 선임검사역,02-3145-7156,"1. 관련근거
           - 「금융규제 운영규정 제16조」

          2. 금융회사의 개인정보 보호의무를 지원하고 「신용정보의 이용 및 보호에 관한 법률」 및 「개인정보 보호법」 등 개인정보보호 관련 법률에 따른 명확한 업무 처리 기준을 제시하기 위하여, 「금융분야 개인정보보호 가이드라인」을 아래와 같이 시행하오니 향후 관련업무 수행에 만전을 기하여 주시기 바랍니다.

- 아   래  -

 - [관리번호] 감2017-11002
 - [지도목적] 금융회사의 개인정보 관련 법률 이해도를 제고하고 자체적으로 법률을 준수하도록 안내ㆍ지도함으로써 금융소비자의 개인정보가 안전하게 수집ㆍ처리ㆍ관리될 수 있는 신뢰감 있는 금융거래 환경을 마련하기 위함
 - [지도내용] 붙임 참조
 - [관련법령] 「신용정보의 이용 및 보호에 관한 법률」
 - [내부경영사항 관련] 해당 없음"
감2016-11008,「금융회사의 고위험 금융투자상품에 대한 상품조사ㆍ숙지의무 가이드라인」안내,금융소비자보호총괄국,20161230,폐지,161230 금융회사의 고위험 금융투자상품에 대한 상품조사ㆍ숙지의무(KYP) 가이드라인.pdf,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2100063_20161230095350778_0.pdf&filere=161230+%EA%B8%88%EC%9C%B5%ED%9A%8C%EC%82%AC%EC%9D%98+%EA%B3%A0%EC%9C%84%ED%97%98+%EA%B8%88%EC%9C%B5%ED%88%AC%EC%9E%90%EC%83%81%ED%92%88%EC%97%90+%EB%8C%80%ED%95%9C+%EC%83%81%ED%92%88%EC%A1%B0%EC%82%AC%E3%86%8D%EC%88%99%EC%A7%80%EC%9D%98%EB%AC%B4%28KYP%29+%EA%B0%80%EC%9D%B4%EB%93%9C%EB%9D%BC%EC%9D%B8.pdf,금융소비자보호총괄국,금융소비자보호총괄국 금융상품판매감독1팀,정지혜 선임조사역,02-3145-5688,"1. 관련근거
           - 「금융규제 운영규정 제 16조」

          2. (겸영)금융투자업자가 투자자에게 고위험 금융투자상품을 판매할 경우 자본시장법 제46조에 따른 적합성원칙 및 제47조에 따른 설명의무를 올바로 준수하도록 하기 위하여 「금융회사의 고위험 금융투자상품에 대한 상품조사ㆍ숙지의무 가이드라인」을 아래와 같이 시행하오니 향후 관련 업무 수행시 참고하여 주시기 바랍니다.

- 아   래  -

 - [관리번호] 감2016-11008
 - [지도목적] 고위험 금융투자상품에 대한 자본시장법상 적합성 원칙 및 설명의무를 올바르게 준수할 수 있도록 하여 투자자 보호를 제고
 - [지도내용] 붙임 참조
 - [관련법령] 자본시장법 제46조 제3항, 자본시장법 제47조 제1항
 - [내부경영사항 관련] 해당 없음"
감2016-43004,실손의료보험 표준약관 개정('16.12.8.) 관련 안내,보험감독국,20161229,폐지,161228_감독행정작용_붙임 파일.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2080123_20161229093758177_0.hwp&filere=161228_%EA%B0%90%EB%8F%85%ED%96%89%EC%A0%95%EC%9E%91%EC%9A%A9_%EB%B6%99%EC%9E%84+%ED%8C%8C%EC%9D%BC.hwp,보험감독국,특수보험2팀,심재민 선임조사역,02-3145-7468,"1. 관련근거        - 「금융규제 운영규정」 제16조

      2. 의사협회, 우리원 분쟁조정위원회 전문위원 등의 자문을 통해 붙임과 같이 비급여 다리정맥류 수술 관련 치료목적 판단기준을 마련하였으니 향후 귀사의 보험금 지급심사업무에 참고하시기 바랍니다. 

-  아    래  -
         - [관리번호] 감2016-43004
         - [감독행정목적] 치료목적으로 비급여 다리정맥류 수술을 받은 가입자는실손의료보험 약관에 따라 보험금 지급받을 수 있도록 참고기준 안내
         - [감독행정내용] 붙임 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 보험업법 제127조의3
         - [내부경영사항 관련] 해당 없음
    

- [폐지일자] 2024년 07월 16일
     
- [폐지사유] 감독행정 이행 완료에 따른 폐지"
감2016-41003,보험상품개발 업무 관련 내부통제기준 등에 대한 감리결과 안내,보험감독국,20161122,시행중,붙임_보험상품개발 업무 관련 내부통제기준 등에 대한 감리결과.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2130793_20161121174351017_0.hwp&filere=%EB%B6%99%EC%9E%84_%EB%B3%B4%ED%97%98%EC%83%81%ED%92%88%EA%B0%9C%EB%B0%9C+%EC%97%85%EB%AC%B4+%EA%B4%80%EB%A0%A8+%EB%82%B4%EB%B6%80%ED%86%B5%EC%A0%9C%EA%B8%B0%EC%A4%80+%EB%93%B1%EC%97%90+%EB%8C%80%ED%95%9C+%EA%B0%90%EB%A6%AC%EA%B2%B0%EA%B3%BC.hwp,보험감독국,특수보험2팀,최영석 팀장,02-3145-7464,"1. 귀 사의 무궁한 발전을 기원합니다.

          2. 우리원이 보험업법 등 관련법규에 근거하여 일부 보험회사의 보험상품개발 업무 관련 내부통제기준, 기초서류 및 공시 안내자료 등에 대하여 감리한 결과를 <붙임>과 같이 안내합니다.

          3. 각 보험회사는 최적기초율 산정 등 상품개발 업무와 관련된 내부통제기준을 포함하여 관련 기초서류 및 보험안내자료 등을 자체 점검하고, 필요시 개선계획을 마련하여, 그 결과를 2016년 12월 16일까지 우리원에 제출하여 주시기 바랍니다.



붙임 : 보험상품개발 업무 관련 내부통제기준 등에 대한 감리결과 1부. 끝.


           - 아 래 -           

  - [관리번호] 감2016-41003
  - [감독행정목적] 보험상품개발 업무 관련 내부통제기준 등에 대한 감리결과 안내
  - [감독행정내용] 붙임 참조
  - [관련법령] 보험업법 제129조
  - [내부경영사항 관련] 해당 없음"
감2016-13002,실손의료보험 의료급여 수급권자 할인 적용시 유의사항 안내,보험감독국,20161118,폐지,실손의료보험 의료급여 수급권자 할인 적용시 유의사항 안내.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2070403_20161228183212156_0.hwp&filere=%EC%8B%A4%EC%86%90%EC%9D%98%EB%A3%8C%EB%B3%B4%ED%97%98+%EC%9D%98%EB%A3%8C%EA%B8%89%EC%97%AC+%EC%88%98%EA%B8%89%EA%B6%8C%EC%9E%90+%ED%95%A0%EC%9D%B8+%EC%A0%81%EC%9A%A9%EC%8B%9C+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4.hwp,보험감독국,특수보험2팀,심재민 선임조사역,02-3145-7468,"1. 관련근거        - 「금융규제 운영규정」 제16조

      2. 보험업감독업무시행세칙 [별표14]에 따라 의료급여 수급권자 할인제도를 운영함에 있어, 의료급여 수급권자가 누락되지 않고 보험료 할인을 받을 수 있도록 향후 관련업무 수행에 만전을 기하여 주시기 바랍니다.

                         -  아    래  -

         - [관리번호] 감2016-13002  
         - [지도목적] 실손의료보험 의료급여 수급권자 할인제도 적용 철저
         - [지도내용] 붙임 참조
         - [유효기간] 해당사항 없음
         - [관련법령] 보험업법 제127조의3
         - [내부경영사항 관련] 해당 없음

    
     붙임 : 실손의료보험 의료급여 수급권자 할인 적용시 유의사항 안내 1부.  끝.

    

- [폐지일자] 2024년 07월 16일
     
- [폐지사유] 감독행정 이행 완료에 따른 폐지"
감2016-11004,「부적합 상품 등 판매절차 가이드라인」 안내,금융소비자보호총괄국,20160517,폐지,160517 부적합 가이드라인 첨부(최종).hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2050226_20160517095058556_0.hwp&filere=160517+%EB%B6%80%EC%A0%81%ED%95%A9+%EA%B0%80%EC%9D%B4%EB%93%9C%EB%9D%BC%EC%9D%B8+%EC%B2%A8%EB%B6%80%28%EC%B5%9C%EC%A2%85%29.hwp,금융소비자보호총괄국,금융소비자보호총괄국 금융상품판매감독1팀,정지혜 선임조사역,02-3145-5688,"1. 관련근거        - 「금융규제 운영규정」 제16조

      2. (겸영)금융투자업자가 투자자에게 투자성향에 적합하지 않은 금융투자상품을 판매할 경우 자본시장법 제46조를 준수하도록 하기 위하여,「부적합 상품 등 판매절차 가이드라인」을 아래와 같이 시행합니다.

      3. 향후, 부적합 상품 등 판매 절차 개선실태를 점검할 예정인바, 업무에 만전을 기하여 주시기 바랍니다. 특히, 투자자 성향 평가 체계를 임의로 조정하거나 투자자의 성향을 유도하여 부적합 상품 판매 비율을 낮추는 일이 없도록 유의하시기 바랍니다.

                                                 -  아    래  -
         - [관리번호] 감2016-11004호  
         - [지도목적] 자본시장법상 적합성 원칙의 준수를 통하여 투자자 보호에 기여
         - [지도내용] 붙임 참조
         - [관련법령] 자본시장법 제46조 제3항
         - [내부경영사항 관련] 해당 없음"
감2016-51001,중고 POS단말기 처리 관련 유의사항 통보,여신금융검사국,20160505,폐지,(붙임)중고 POS단말기 처리 관련 유의사항_밴사.hwp | (붙임)중고 POS단말기 처리 관련 유의사항_여전사.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2070467_20160504133839201_0.hwp&filere=%28%EB%B6%99%EC%9E%84%29%EC%A4%91%EA%B3%A0+POS%EB%8B%A8%EB%A7%90%EA%B8%B0+%EC%B2%98%EB%A6%AC+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD_%EB%B0%B4%EC%82%AC.hwp | https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2070467_20160504133839216_1.hwp&filere=%28%EB%B6%99%EC%9E%84%29%EC%A4%91%EA%B3%A0+POS%EB%8B%A8%EB%A7%90%EA%B8%B0+%EC%B2%98%EB%A6%AC+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD_%EC%97%AC%EC%A0%84%EC%82%AC.hwp,여신금융검사국,여신금융검사국 여전업검사1팀,이경태 선임검사역,02-3145-8813,"1. 관련근거
          - 「금융규제 운영규정」 제16조

         2. 최근 중고 POS단말기에서 신용카드결제 정보가 유출되어 위조카드가 제작/부정사용된 범죄가 보도된 바 있습니다.

         3. 「신용정보의 이용 및 보호에 관한 법률」 제20조의2제2항에 따라 금융거래 등 상거래관계가 종료된 경우 POS단말기에 저장된 신용정보는 일정기간 안에 삭제되어야 합니다.

         4. 이와 관련하여 신용정보가 저장된 중고 POS단말기 처리 관련 유의사항을 통보하오니 그 이행에 만전을 기하여 주시기 바라며, 그 추진 결과를 2016.5월말까지 금융감독원에 보고하여 주시기 바랍니다. 끝. 

                                       -  아   래 -

         - [관리번호] 감2016-51001  
         - [지도목적] 중고 POS단말기를 이용한 카드복제 사고 대응
         - [지도내용] 붙임 참조
         - [관련법령] 여신전문금융업법, 신용정보의 이용 및 보호에 관한 법률, 개인정보보호법
         - [내부경영사항 관련] 해당 없음"
감2016-11003,외화대출 취급관련 유의사항 통보,외환감독국,20160331,시행중,외화대출 취급관련 유의사항 통보.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2220753_20220426162916128_0.hwp&filere=%EC%99%B8%ED%99%94%EB%8C%80%EC%B6%9C+%EC%B7%A8%EA%B8%89%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%ED%86%B5%EB%B3%B4.hwp,외환감독국,외환건전성감독팀,박민형 선임조사역,02-3145-7931,"최근 국내외 금융·경제환경 변화 등으로 외환시장의 변동성이 확대되고 있음

이와 관련하여 향후 외화대출 차주의 대출이자 부담이 급증할 우려가 있으니, 외화대출 취급시 차주에게 환율변동 위험을 사전 고지하고, 필요시 선물환 등 환변동 위험에 대한 헤지상품을 적절히 안내하는 등 은행법 제52조의2 제2항을 준수하여 금융소비자 보호를 위해 만전을 기해 주시기 바람

아울러 국내 경기회복 지연 등에 따라 연체율 등 외화대출의 건전성이 악화될 우려가 있으므로 건전성 관리를 강화해 주시기 바람.  끝.


            -  아  래  -

  - [관리번호] 감2016-11003

  - [감독행정목적] 금융소비자 보호

  - [감독행정내용] 국내외 금융·경제환경 변화 등으로 외환시장 변동성이 확대됨에 따라 향후 외화대출 차주의 대출이자 부담이 급증할 우려가 있어, 외화대출 취급시 차주에게 환율변동 위험을 사전 고지하고, 필요시 선물환 등 환변동 위험에 대한 헤지상품을 적절히 안내하는 등 금융소비자 보호를 위해 만전을 기할 것을 통보. 또한 국내 경기회복 지연에 따라 연체율 등 외화대출의 건전성이 악화될 우려가 있으므로 건전성 관리를 강화하도록 요청.

  - [관련법령] 은행법 제52조의2 제2항

  - [내부경영사항 관련] 해당 없음"
감2016-13001,비대면 실명확인 절차 관련 점검 및 관리사항,은행감독국,20160317,폐지,비대면 실명확인 활용 서비스 출시 관련 유의사항 안내(최종).hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2070403_20161121172542776_0.hwp&filere=%EB%B9%84%EB%8C%80%EB%A9%B4+%EC%8B%A4%EB%AA%85%ED%99%95%EC%9D%B8+%ED%99%9C%EC%9A%A9+%EC%84%9C%EB%B9%84%EC%8A%A4+%EC%B6%9C%EC%8B%9C+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%95%88%EB%82%B4%28%EC%B5%9C%EC%A2%85%29.hwp,은행감독국,은행감독국 은행제도팀,김성준 선임조사역,02-3145-8032,"1.귀 행의 무궁한 발전을 기원합니다.

2. 최근 은행들은 변화하는 금융거래 환경에 대응하여 비대면 실명확인 절차를 이용한 다양한 서비스를 출시하고 있습니다.

3. 비대면 실명확인 절차는 영상통화, 신분증 사본제출, 타금융기관정보 활용, 바이오인증 등 IT기술에 기반하여 다양한 방식으로 제공될 수 있으며, 그에 따라 영상, 음성, 바이오정보 등의 신종 고객정보가 은행에 수집·보관되고 있습니다.

4. 그러나 비대면 실명확인 절차는 본인확인절차의 소홀이나 제휴 IT기업의 과실, 신종 고객정보에 대한 관리미흡으로 인해 고객의 금융정보가 유출되거나 위·변조되는 등의 금융사고가 발생할 위험이 있습니다.

5. 따라서 향후 관련 금융서비스를 출시할 경우, 사업부, 전산부, 고객정보보호부 및 준법지원 관련부서에서는 붙임의 내용을 참고하여 소비자에게 편리하면서도 안전한 금융서비스가 제공될 수 있도록 협조하여 주시기 바랍니다.


관련법령 : 개인정보보호법, 전자금융거래법, 전자금융감독규정, 은행업감독규정, 약관의 규제에 관한 법률 등


(붙임) 비대면 실명확인 절차 관련 점검 및 관리사항.  끝."
감2016-21002,계좌이동서비스 3단계 시행 관련 유의사항 통보,은행감독국,20160317,폐지,계좌이동서비스 관련 대고객 영업 유의사항 지도.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2070403_20161121172426538_0.hwp&filere=%EA%B3%84%EC%A2%8C%EC%9D%B4%EB%8F%99%EC%84%9C%EB%B9%84%EC%8A%A4+%EA%B4%80%EB%A0%A8+%EB%8C%80%EA%B3%A0%EA%B0%9D+%EC%98%81%EC%97%85+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EC%A7%80%EB%8F%84.hwp,은행감독국,은행감독국 은행제도팀,김성준 선임조사역,02-3145-8032,'16.2.26.부터 계좌이동서비스가 은행창구에서도 가능해짐에 따라 은행 창구직원이 영업행위시 유의해야 할 사항을 통보
감2016-11002,신용카드등 부가서비스 운영 관련 유의사항 통보,여신금융감독국,20160303,폐지,신용카드등 부가서비스 운영 관련 유의사항 통보.hwp | [폐지일자 및 폐지사유] 신용카드 등 부가서비스 운영 관련 유의사항 통보.hwpx,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2210190_20210621134734207_0.hwp&filere=%EC%8B%A0%EC%9A%A9%EC%B9%B4%EB%93%9C%EB%93%B1+%EB%B6%80%EA%B0%80%EC%84%9C%EB%B9%84%EC%8A%A4+%EC%9A%B4%EC%98%81+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%ED%86%B5%EB%B3%B4.hwp | https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2160181_20240220164356957_0.hwpx&filere=%5B%ED%8F%90%EC%A7%80%EC%9D%BC%EC%9E%90+%EB%B0%8F+%ED%8F%90%EC%A7%80%EC%82%AC%EC%9C%A0%5D+%EC%8B%A0%EC%9A%A9%EC%B9%B4%EB%93%9C+%EB%93%B1+%EB%B6%80%EA%B0%80%EC%84%9C%EB%B9%84%EC%8A%A4+%EC%9A%B4%EC%98%81+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%ED%86%B5%EB%B3%B4.hwpx,여신금융감독국,여신금융영업감독팀,최준석 검사역,3145-7445,"1. 최근 일부 카드사가 부가서비스 관련 홈페이지 내용을 임의로 수정하거나, 일부 카드상품의 상품설명서를 홈페이지에 공시하지 않는 등 고객의 권익을 침해할 소지가 있는 방법으로 카드상품 부가서비스 등을 운영하는 사례를 확인

2. 각 카드사에 부가서비스 변경 및 약관 공시와 관련하여 여신전문금융업법 및 여신전문금융업감독규정을 준수할 것을 요청. 끝.

- [관련법령] 여신전문금융업법시행령 별표1의3


- [폐지사유]「여신전문금융업감독규정」이 개정(제25조제2항, 2021.03.25. 시행)됨에 따른 근거규정 삭제
- [폐지일자]  2024.02.20

끝."
감2016-11001,펀드 투자위험등급 기준 등 변경 안내,자산운용감독국,20160202,폐지,(붙임1) 기업공시서식 작성기준 개정내용.hwp | (붙임2) 펀드 투자위험등급 기준 등 변경 관련 안내.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2140190_20160202135511417_0.hwp&filere=%28%EB%B6%99%EC%9E%841%29+%EA%B8%B0%EC%97%85%EA%B3%B5%EC%8B%9C%EC%84%9C%EC%8B%9D+%EC%9E%91%EC%84%B1%EA%B8%B0%EC%A4%80+%EA%B0%9C%EC%A0%95%EB%82%B4%EC%9A%A9.hwp | https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2140190_20160202135511425_1.hwp&filere=%28%EB%B6%99%EC%9E%842%29+%ED%8E%80%EB%93%9C+%ED%88%AC%EC%9E%90%EC%9C%84%ED%97%98%EB%93%B1%EA%B8%89+%EA%B8%B0%EC%A4%80+%EB%93%B1+%EB%B3%80%EA%B2%BD+%EA%B4%80%EB%A0%A8+%EC%95%88%EB%82%B4.hwp,자산운용감독국,자산운용감독국 자산운용제도팀,문인하 조사역,02-3145-6707,"「기업공시서식 작성기준」이 개정(’16.1.26. 개정, 펀드 투자위험등급 관련)됨에 따라, 이에 대한 이해를 돕기 위하여 붙임시행문과 같이 자산운용회사 및 집합투자증권 판매회사에 개정내용 및 설명자료를 송부"
감2016-43001,재난관련 의무보험 상품의 종업원 피해보장 강화 관련 유의사항 통보,금융상품심사국,20160201,폐지,(감2016-43001)재난관련 의무보험 상품의 종업원 피해보장 강화 관련 유의사항 통보.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2200021_20210628134542112_0.hwp&filere=%28%EA%B0%902016-43001%29%EC%9E%AC%EB%82%9C%EA%B4%80%EB%A0%A8+%EC%9D%98%EB%AC%B4%EB%B3%B4%ED%97%98+%EC%83%81%ED%92%88%EC%9D%98+%EC%A2%85%EC%97%85%EC%9B%90+%ED%94%BC%ED%95%B4%EB%B3%B4%EC%9E%A5+%EA%B0%95%ED%99%94+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%ED%86%B5%EB%B3%B4.hwp,금융상품심사국,금융상품심사국 보장상품심사팀,강주연 조사역,02-3145-8243,"1. 평소 우리원 업무에 협조해 주셔서 감사합니다.

2. 관계부처 합동으로 2015년부터 추진중인 '안전산업 활성화 방안'의 일환으로, 금융위원회로부터 종업원 피해보장 강화를 위한 의무보험상품의 약관 개정이 필요하다는 협조 요청이 있었는바, 재난관련 의무보험상품에서 종업원에 대한 피해 보장이 강화(신체피해를 보장하는 특별약관 등 운용)될 수 있도록 협조하여 주시기 바랍니다.

※  종업원 피해보장 확대 대상(관련법률) : 고압가스안전관리법, 도시가스사업법, 액화석유가스법, 사회복지사업법, 원자력손해배상법, 유선 및 도선사업법, 수산업법(유어장 규칙), 낚시관리 및 육성법, 체육시설법, 궤도운송법 등(2016.1월 배포된 보험개발원의 '특종보험 참조순보험요율서'에 ‘종업원 배상책임 특별약관’ 요율 기반영). 끝."
감2016-22003,은행 공시ㆍ광고 등 실태 점검결과 통보,은행감독국,20160126,폐지,,,은행감독국,은행감독국 은행제도팀,김성준 선임조사역,02-3145-8032,"최근 공시 강화를 통한 시장규율의 중요성과 영업환경 변화에 따른 인터넷 홈페이지 공시의 중요성이 증대되고 있어, '15.11.24.~12.29. 기간 중 은행권의 2015년도 공시ㆍ광고 등 이행실태를 점검한 결과 개선 필요 사항을 각 은행에 통보하여 공시ㆍ광고 실태를 전반적으로 자체점검하고 필요한 조치를 취한 후 그 결과 및 개선계획을 2016.2.12.(금)까지 우리원에 보고하도록 함.

관련법령 : 은행법 제52조 등"
감2016-23001,계좌이동서비스 3단계 시행 관련 내부통제 강화 철저,은행감독국,20160118,폐지,,,은행감독국,은행감독국 은행제도팀,김성준 선임조사역,02-3145-8032,계좌이동서비스 관련으로 소비자의 피해가 발생하지 않도록  각 은행에 내부통제 강화를 요청
감2016-41001,기업성보험의 참조순보험요율 산출 및 약관 사용 관련 유의사항 등 통보,금융상품심사국,20160107,폐지,(감2016-41001)기업성 보험의 참조순보험요율 산출 및 약관 적용 관련 유의사항 등 통보.hwp,https://www.fss.or.kr/fss.hpdownload?path=/law/ptl/&file=2200021_20210628134419641_1.hwp&filere=%28%EA%B0%902016-41001%29%EA%B8%B0%EC%97%85%EC%84%B1+%EB%B3%B4%ED%97%98%EC%9D%98+%EC%B0%B8%EC%A1%B0%EC%88%9C%EB%B3%B4%ED%97%98%EC%9A%94%EC%9C%A8+%EC%82%B0%EC%B6%9C+%EB%B0%8F+%EC%95%BD%EA%B4%80+%EC%A0%81%EC%9A%A9+%EA%B4%80%EB%A0%A8+%EC%9C%A0%EC%9D%98%EC%82%AC%ED%95%AD+%EB%93%B1+%ED%86%B5%EB%B3%B4.hwp,금융상품심사국,금융상품심사국 보장상품심사팀,강주연 조사역,02-3145-8243,"1. 보험업법 제176조 제4항 및 제5항에 의거 보험요율 산출기관은 기업성 보험에 대하여 단계적으로 참조순보험요율을 확대.산출하여 주시기 바라며, 각 손해보험회사는 보험업법 제176조 제5항에 의거 보험요율 산출기관이 참조순보험요율을 산출할 수 있도록 통계제공 등을 적극 협조하여 주시기 바랍니다.

2. 아울러, 보험업법 시행령 제71조의5 및 별표7에 의하면 보험약관을 이해하기 쉽게 작성하도록 규정하고 있는바, 각 손해보험회사는 참조순보험요율 적용에 맞춰 현재 사용 중인 영문약관의 사용을 줄이고 국문약관의 사용을 확대하는 등 보험약관을 이해하기 쉽게 작성할 수 있도록 협조하여 주시기 바랍니다. 끝."
